"","record_id","collection","project_id","protocol_id","protocol_type","species_id","statprov_code","country_code","SiteCode","latitude","longitude","bcr","subnational2_code","iba_site","utm_square","survey_year","survey_month","survey_week","survey_day","breeding_rank","GlobalUniqueIdentifier","DateLastModified","BasisOfRecord","InstitutionCode","CollectionCode","CatalogNumber","ScientificName","HigherTaxon","Kingdom","Phylum","Class","OrderTaxon","Family","Genus","SpecificEpithet","InfraspecificRank","InfraspecificEpithet","ScientificNameAuthor","IdentificationQualifier","HigherGeography","Continent","WaterBody","IslandGroup","Island","Country","StateProvince","County","Locality","MinimumElevationInMeters","MaximumElevationInMeters","MinimumDepthInMeters","MaximumDepthInMeters","DecimalLatitude","DecimalLongitude","GeodeticDatum","CoordinateUncertaintyInMeters","YearCollected","MonthCollected","DayCollected","TimeCollected","JulianDay","Collector","Sex","LifeStage","ImageURL","RelatedInformation","CollectorNumber","FieldNumber","FieldNotes","OriginalCoordinatesSystem","LatLongComments","GeoreferenceMethod","GeoreferenceReferences","GeoreferenceVerificationStatus","Remarks","FootprintWKT","FootprintSRS","ProjectCode","ProtocolType","ProtocolCode","ProtocolSpeciesTargeted","ProtocolReference","ProtocolURL","SurveyAreaIdentifier","SurveyAreaSize","SurveyAreaPercentageCovered","SurveyAreaShape","SurveyAreaLongAxisLength","SurveyAreaShortAxisLength","SurveyAreaLongAxisOrientation","CoordinatesScope","SamplingEventIdentifier","SamplingEventStructure","RouteIdentifier","TimeObservationsStarted","TimeObservationsEnded","DurationInHours","TimeIntervalStarted","TimeIntervalEnded","TimeIntervalsAdditive","NumberOfObservers","EffortMeasurement1","EffortUnits1","EffortMeasurement2","EffortUnits2","EffortMeasurement3","EffortUnits3","EffortMeasurement4","EffortUnits4","EffortMeasurement5","EffortUnits5","EffortMeasurement6","EffortUnits6","EffortMeasurement7","EffortUnits7","EffortMeasurement8","EffortUnits8","EffortMeasurement9","EffortUnits9","EffortMeasurement10","EffortUnits10","EffortMeasurement11","EffortUnits11","EffortMeasurement12","EffortUnits12","EffortMeasurement13","EffortUnits13","EffortMeasurement14","EffortUnits14","EffortMeasurement15","EffortUnits15","EffortMeasurement16","EffortUnits16","EffortMeasurement17","EffortUnits17","EffortMeasurement18","EffortUnits18","NoObservations","DistanceFromObserver","DistanceFromObserverMin","DistanceFromObserverMax","DistanceFromStart","BearingInDegrees","SpecimenDecimalLatitude","SpecimenDecimalLongitude","SpecimenGeodeticDatum","SpecimenUTMZone","SpecimenUTMNorthing","SpecimenUTMEasting","ObservationCount","ObservationDescriptor","ObservationCount2","ObservationDescriptor2","ObservationCount3","ObservationDescriptor3","ObservationCount4","ObservationDescriptor4","ObservationCount5","ObservationDescriptor5","ObservationCount6","ObservationDescriptor6","ObsCountAtLeast","ObsCountAtMost","ObservationDate","DateUncertaintyInDays","AllIndividualsReported","AllSpeciesReported","UTMZone","UTMNorthing","UTMEasting","CoordinatesUncertaintyInDecimalDegrees","CommonName","RecordPermissions","MultiScientificName1","MultiScientificName2","MultiScientificName3","MultiScientificName4","MultiScientificName5","MultiScientificName6","TaxonomicAuthorityAuthors","TaxonomicAuthorityVersion","TaxonomicAuthorityYear","SpeciesCode","TaxonConceptID","BreedingBirdAtlasCode","HabitatDescription","Remarks2","LastModifiedAction","RecordReviewStatus","year","month"
"24",968198032,"BCMA",1008,NA,3,5850,"BC","CA","8-428",48.743866,-123.151001,NA,NA,NA,"10TDU89",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:102-ANMU-1577",NA,"Observation","BSC-EOC","BCMA","102-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Boundary Pass (South Pender - East Point)",NA,NA,NA,NA,"48.7439","-123.151",NA,NA,"2008","11","18","14.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","8-428",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-102","SurveyID",NA,"14.6","15.0333","0.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Total count",NA,"Port section","10","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"25",968198033,"BCMA",1008,NA,3,5850,"BC","CA","25-433",48.737667,-123.164864,NA,NA,NA,"10TDU89",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:103-ANMU-1579",NA,"Observation","BSC-EOC","BCMA","103-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Blunden - Tilly Point",NA,NA,NA,NA,"48.7377","-123.165",NA,NA,"2008","11","18","15.0333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","25-433",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-103","SurveyID",NA,"15.0333","15.1667","0.133333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Total count","10","Port section",NA,"Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"26",968198034,"BCMA",1008,NA,3,5850,"BC","CA","25-437",48.73275,-123.175919,NA,NA,NA,"10TDU89",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:103-ANMU-1584",NA,"Observation","BSC-EOC","BCMA","103-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Blunden - Tilly Point",NA,NA,NA,NA,"48.7327","-123.176",NA,NA,"2008","11","18","15.0333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","25-437",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-103","SurveyID",NA,"15.0333","15.1667","0.133333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","Total count",NA,"Port section",NA,"Central section","9","Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"27",968198035,"BCMA",1008,NA,3,5850,"BC","CA","25-442",48.728283,-123.187752,NA,NA,NA,"10TDU89",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:103-ANMU-1587",NA,"Observation","BSC-EOC","BCMA","103-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Blunden - Tilly Point",NA,NA,NA,NA,"48.7283","-123.188",NA,NA,"2008","11","18","15.0333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","25-442",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-103","SurveyID",NA,"15.0333","15.1667","0.133333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","Total count","7","Port section","15","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"28",968198036,"BCMA",1008,NA,3,5850,"BC","CA","6-461",48.711948,-123.246437,NA,NA,NA,"10TDU89",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:104-ANMU-1593",NA,"Observation","BSC-EOC","BCMA","104-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Swanson Channel East",NA,NA,NA,NA,"48.7119","-123.246",NA,NA,"2008","11","18","15.1667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","6-461",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-104","SurveyID",NA,"15.1667","15.45","0.283333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","Total count",NA,"Port section","12","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"29",968198037,"BCMA",1008,NA,3,5850,"BC","CA","6-476",48.699066,-123.29258,NA,NA,NA,"10TDU79",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:104-ANMU-1599",NA,"Observation","BSC-EOC","BCMA","104-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Swanson Channel East",NA,NA,NA,NA,"48.6991","-123.293",NA,NA,"2008","11","18","15.1667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","6-476",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-104","SurveyID",NA,"15.1667","15.45","0.283333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Total count",NA,"Port section","10","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"30",968198038,"BCMA",1008,NA,3,5850,"BC","CA","21-495",48.682568,-123.351585,NA,NA,NA,"10TDU79",2008,11,3,18,NA,"URN:catalog:BSC-EOC:BCMA:105-ANMU-1603",NA,"Observation","BSC-EOC","BCMA","105-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Prevost Passage",NA,NA,NA,NA,"48.6826","-123.352",NA,NA,"2008","11","18","15.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","21-495",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-105","SurveyID",NA,"15.45","15.65","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","Total count",NA,"Port section","24","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,11
"31",968198039,"BCMA",1008,NA,3,5850,"BC","CA","2-59",48.605415,-123.325333,NA,NA,NA,"10TDU78",2008,12,2,11,NA,"URN:catalog:BSC-EOC:BCMA:109-ANMU-1740",NA,"Observation","BSC-EOC","BCMA","109-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Sidney Channel",NA,NA,NA,NA,"48.6054","-123.325",NA,NA,"2008","12","11","10.5833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","2-59",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-109","SurveyID",NA,"10.5833","10.85","0.266667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Total count",NA,"Port section","2","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,12
"32",968198040,"BCMA",1008,NA,3,5850,"BC","CA","5-143",48.666599,-123.269119,NA,NA,NA,"10TDU89",2008,12,2,11,NA,"URN:catalog:BSC-EOC:BCMA:113-ANMU-1824",NA,"Observation","BSC-EOC","BCMA","113-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Haro Strait North",NA,NA,NA,NA,"48.6666","-123.269",NA,NA,"2008","12","11","11.6667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","5-143",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-113","SurveyID",NA,"11.6667","11.95","0.283333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Total count",NA,"Port section",NA,"Central section","5","Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,12
"33",968198041,"BCMA",1008,NA,3,5850,"BC","CA","5-145",48.670567,-123.272667,NA,NA,NA,"10TDU79",2008,12,2,11,NA,"URN:catalog:BSC-EOC:BCMA:113-ANMU-1826",NA,"Observation","BSC-EOC","BCMA","113-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Haro Strait North",NA,NA,NA,NA,"48.6706","-123.273",NA,NA,"2008","12","11","11.6667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","5-145",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-113","SurveyID",NA,"11.6667","11.95","0.283333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","Total count",NA,"Port section","4","Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,12
"34",968198042,"BCMA",1008,NA,3,5850,"BC","CA","5-148",48.676449,-123.277649,NA,NA,NA,"10TDU79",2009,2,1,4,NA,"URN:catalog:BSC-EOC:BCMA:33-ANMU-554",NA,"Observation","BSC-EOC","BCMA","33-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Haro Strait North",NA,NA,NA,NA,"48.6764","-123.278",NA,NA,"2009","2","4","11.3667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","5-148",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-33","SurveyID",NA,"11.3667","11.8","0.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Total count",NA,"Port section",NA,"Central section","2","Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2009,2
"35",968198043,"BCMA",1008,NA,3,5850,"BC","CA","9-389",48.782368,-123.038437,NA,NA,NA,"10UDV90",2008,10,3,22,NA,"URN:catalog:BSC-EOC:BCMA:76-ANMU-1225",NA,"Observation","BSC-EOC","BCMA","76-ANMU","Synthliboramphus antiquus","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Synthliboramphus","antiquus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Boiling Reef",NA,NA,NA,NA,"48.7824","-123.038",NA,NA,"2008","10","22","15.1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","9-389",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-76","SurveyID",NA,"15.1833","15.3333","0.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Total count","2","Port section",NA,"Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Ancient Murrelet",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","ANMU",NA,NA,NA,NA,NA,NA,2008,10
"36",968198044,"BCMA",1008,NA,3,3020,"BC","CA","15-286",48.854935,-123.307518,NA,NA,NA,"10UDV71",2008,10,4,28,NA,"URN:catalog:BSC-EOC:BCMA:70-BAEA-1158",NA,"Observation","BSC-EOC","BCMA","70-BAEA","Haliaeetus leucocephalus","AnimaliaChordataAvesAccipitriformes80","Animalia","Chordata","Aves","Accipitriformes","80","Haliaeetus","leucocephalus",NA,NA,NA,NA,"NorthAmericaCanadaBritishColumbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Miner's Bay - central Active Pass",NA,NA,NA,NA,"48.8549","-123.308",NA,NA,"2008","10","28","13.7667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Transect","BCMA","Seabirds","Bird Studies Canada, 2008","http://www.bsc-eoc.org/volunteer/bccws/index.jsp","15-286",NA,NA,"Variable",NA,NA,NA,"Waypoint","BCMA-70","SurveyID",NA,"13.7667","13.85","0.0833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Total count","1","Port section",NA,"Central section",NA,"Board section",NA,"Rocks",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Bald Eagle",NA,NA,NA,NA,NA,NA,NA,"AOU","7.48","2007","BAEA",NA,NA,NA,NA,NA,NA,2008,10
